代號,名稱,英文名稱,票面利率,轉換價格(元),轉換價格生效日期,轉換標的代碼,轉換標的名稱,轉換日期起,轉換日期迄,發行日期,掛牌日期,到期日,到期價格,到期殖利率,申請發行總額(百萬),實際發行總額(百萬),發行價格(元),最新餘額(百萬),還本年限,發行時轉換價格(元),承銷機構,過戶機構,提前償還日,提前償還日1,提前償還價格1,提前償還殖利率1,提前償還日2,提前償還價格2,提前償還殖利率2,提前償還日3,提前償還價格3,提前償還殖利率3,提前償還日4,提前償還價格4,提前償還殖利率4,最近提前償還日,最近提前償還價格,最近提前償還殖利率,債券擔保情形,重設平均天數3,重設轉換價格公式,停止受理轉換登記日期起,停止受理轉換登記日期訖,強制贖回日
36534,健策四,"Jentech Precision Industrial co., ltd. 4th Domestic Unsecured Convertible Bond",0.0,1314.5,2025-07-24 00:00:00,3653.0,健策,2025-09-04 00:00:00,2030-06-03 00:00:00,2025-06-03 00:00:00,2025-06-03 00:00:00,2030-06-03 00:00:00,100.0,0.0,3000.0,3000.0,101.0,905.4,5.0,1327.4,960T富邦綜合證券,中國信託商業銀行代理部,發行滿三年,2028-06-03 00:00:00,100.0,0.0,2030-06-03 00:00:00,100.0,0.0,,,,,,,2028-06-03 00:00:00,100.0,0.0,無,,,,,2025-12-26
36535,健策五,"Jentech Precision Industrial co., ltd. 5th Domestic Unsecured Convertible Bond",0.0,1308.0,2025-07-24 00:00:00,3653.0,健策,2025-09-14 00:00:00,2030-06-13 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,2030-06-13 00:00:00,100.0,0.0,2000.0,2000.0,108.37,705.7,5.0,1320.9,960T富邦綜合證券,中國信託商業銀行代理部,發行滿三年,2028-06-13 00:00:00,100.0,0.0,2030-06-13 00:00:00,100.0,0.0,,,,,,,2028-06-13 00:00:00,100.0,0.0,無,,,,,2025-12-26
36804,家登四,"Gudeng Precision Industrial Co., LTD 4th Unsecured Convertible Bond",0.0,356.0,2025-06-23 00:00:00,3680.0,家登,2024-01-19 00:00:00,2026-10-18 00:00:00,2023-10-18 00:00:00,2023-10-18 00:00:00,2026-10-18 00:00:00,100.0,0.0,1200.0,1000.0,100.0,356.1,3.0,374.9,585T統一綜合證券,凱基證券股份有限公司股務代理部,發行滿二年,2025-10-18 00:00:00,100.0,0.0,2026-10-18 00:00:00,100.0,0.0,,,,,,,2026-10-18 00:00:00,100.0,0.0,無,,,2025-11-24 00:00:00,2025-12-17 00:00:00,
36841,榮昌一,"Grand-Tek Technology Co., Ltd. 1st Unsecured Convertible Bond",0.0,50.7,2025-10-28 00:00:00,3684.0,榮昌,2026-01-29 00:00:00,2028-10-28 00:00:00,2025-10-28 00:00:00,2025-10-28 00:00:00,2028-10-28 00:00:00,100.0,0.0,300.0,300.0,101.0,300.0,3.0,50.7,910T群益金鼎證券,台新綜合證券股務代理部,發行滿二年,2027-10-28 00:00:00,102.01,1.0,2028-10-28 00:00:00,100.0,0.0,,,,,,,2027-10-28 00:00:00,102.01,1.0,無,,,,,
36872,歐買尬二,"MacroWell OMG Digital Entertainment Co., Ltd. 2nd Domestic Unsecured Convertible Bond",0.0,75.9,2025-10-02 00:00:00,3687.0,歐買尬,2026-01-03 00:00:00,2028-10-02 00:00:00,2025-10-02 00:00:00,2025-10-02 00:00:00,2028-10-02 00:00:00,100.0,0.0,400.0,400.0,104.51,400.0,3.0,75.9,592T元富證券,台新綜合證券股份有限公司股務代理部,發行滿二年,2027-10-02 00:00:00,100.500625,0.25,2028-10-02 00:00:00,100.0,0.0,,,,,,,2027-10-02 00:00:00,100.500625,0.25,無,,,,,
36873,歐買尬三,"MacroWell OMG Digital Entertainment Co., Ltd. 3rd Domestic Unsecured Convertible Bond",0.0,80.1,2025-10-03 00:00:00,3687.0,歐買尬,2026-01-04 00:00:00,2028-10-03 00:00:00,2025-10-03 00:00:00,2025-10-03 00:00:00,2028-10-03 00:00:00,100.0,0.0,200.0,200.0,100.0,200.0,3.0,80.1,592T元富證券,台新綜合證券股份有限公司股務代理部,發行滿二年,2027-10-03 00:00:00,100.0,0.0,2028-10-03 00:00:00,100.0,0.0,,,,,,,2027-10-03 00:00:00,100.0,0.0,無,,,,,
36894,湧德四,U.D.ELECTRONIC COPR.4th Unsecured Convertible Bond.,0.0,61.7,2025-08-09 00:00:00,3689.0,湧德,2024-06-06 00:00:00,2027-03-05 00:00:00,2024-03-05 00:00:00,2024-03-05 00:00:00,2027-03-05 00:00:00,100.0,0.0,500.0,500.0,100.5,32.2,3.0,65.7,779T國票綜合證券,台新綜合證券股份有限公司股務代理部,發行滿二年,2026-03-05 00:00:00,100.0,0.0,2027-03-05 00:00:00,100.0,0.0,,,,,,,2026-03-05 00:00:00,100.0,0.0,無,,,2025-07-15 00:00:00,2025-08-09 00:00:00,
36913,碩禾三,Gigasolar Materials Corporation 3rd Domestic Secured Convertible Bond,0.0,118.0,2024-08-30 00:00:00,3691.0,碩禾,2024-12-01 00:00:00,2027-08-30 00:00:00,2024-08-30 00:00:00,2024-08-30 00:00:00,2027-08-30 00:00:00,100.0,0.0,2000.0,2000.0,109.03,2000.0,3.0,118.0,126T宏遠證券,兆豐證券股份有限公司,無,2027-08-30 00:00:00,100.0,0.0,,,,,,,,,,2027-08-30 00:00:00,100.0,0.0,有，上海商業銀行、合作金庫商業銀行、彰化商業銀行,,,2025-04-13 00:00:00,2025-06-11 00:00:00,
37012,大眾控二,"FIC Global,Inc. 2nd Unsecured Convertible Bond",0.0,63.96,2025-10-13 00:00:00,3701.0,大眾控,2023-09-01 00:00:00,2026-05-31 00:00:00,2023-05-31 00:00:00,2023-05-31 00:00:00,2026-05-31 00:00:00,100.0,0.0,600.0,600.0,101.0,29.1,3.0,66.25,611T台中銀證券,福邦證券股份有限公司股務代理部,發行滿二年,2025-05-31 00:00:00,102.01,1.0,2026-05-31 00:00:00,100.0,0.0,,,,,,,2026-05-31 00:00:00,100.0,0.0,無,,,2025-09-16 00:00:00,2025-10-13 00:00:00,
37022,大聯大二,WPG Holdings Limited 2nd Domestic Unsecured Convertible Bond,0.0,76.9,2025-07-31 00:00:00,3702.0,大聯大,2025-02-12 00:00:00,2027-11-11 00:00:00,2024-11-11 00:00:00,2024-11-11 00:00:00,2027-11-11 00:00:00,100.0,0.0,3500.0,3500.0,101.0,3500.0,3.0,80.5,980T元大證券,群益金鼎證券股份有限公司,無,2027-11-11 00:00:00,100.0,0.0,,,,,,,,,,2027-11-11 00:00:00,100.0,0.0,無,,,2025-07-07 00:00:00,2025-07-31 00:00:00,
37023,大聯大三,WPG Holdings Limited 3rd Domestic Unsecured Convertible Bond,0.0,74.6,2025-07-31 00:00:00,3702.0,大聯大,2025-02-22 00:00:00,2027-11-21 00:00:00,2024-11-21 00:00:00,2024-11-21 00:00:00,2027-11-21 00:00:00,100.0,0.0,2000.0,2000.0,104.3,2000.0,3.0,78.0,980T元大證券,群益金鼎證券股份有限公司,無,2027-11-21 00:00:00,100.0,0.0,,,,,,,,,,2027-11-21 00:00:00,100.0,0.0,無,,,2025-07-07 00:00:00,2025-07-31 00:00:00,
37075,漢磊五,Episil Technologies Inc. 5th Domestic Unsecured Convertible Bond,0.0,40.1,2025-08-20 00:00:00,3707.0,漢磊,2025-11-21 00:00:00,2030-08-20 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,2030-08-20 00:00:00,100.0,0.0,1000.0,1000.0,100.5,1000.0,5.0,40.1,920T凱基證券,凱基證券股份有限公司股務代理部,發行滿三年,2028-08-20 00:00:00,101.5075,0.5,2030-08-20 00:00:00,100.0,0.0,,,,,,,2028-08-20 00:00:00,101.5075,0.5,無,,,,,
37083,上緯投控三,"Swancor Holding  Co., Ltd. Domestic 3rd  Secured Convertible Bond",0.0,86.4,2025-07-09 00:00:00,3708.0,上緯投控,2021-12-28 00:00:00,2026-09-27 00:00:00,2021-09-27 00:00:00,2021-09-27 00:00:00,2026-09-27 00:00:00,100.0,0.0,1000.0,1000.0,108.38,303.8,5.0,99.0,980T元大證券,台新國際商業銀行 股務代理部,發行滿三年,2024-09-27 00:00:00,100.0,0.0,2026-09-27 00:00:00,100.0,0.0,,,,,,,2026-09-27 00:00:00,100.0,0.0,有，第一商業銀行股份有限公司,,,2025-08-03 00:00:00,2025-09-01 00:00:00,
37084,上緯投控四,"Swancor Holding  Co., Ltd. Domestic 4th Unsecured Convertible Bond",0.0,83.0,2025-07-09 00:00:00,3708.0,上緯投控,2021-12-29 00:00:00,2026-09-28 00:00:00,2021-09-28 00:00:00,2021-09-28 00:00:00,2026-09-28 00:00:00,100.0,0.0,1000.0,1000.0,103.45,63.8,5.0,95.0,980T元大證券,台新國際商業銀行 股務代理部,發行滿三年,2024-09-28 00:00:00,100.75,0.25,2026-09-28 00:00:00,100.0,0.0,,,,,,,2026-09-28 00:00:00,100.0,0.0,無,,,2025-08-03 00:00:00,2025-09-01 00:00:00,
37131,新晶投控一,"Hsinjing Holding Co., Ltd. 1st Secured Convertible Bond",0.0,53.3,2025-09-09 00:00:00,3713.0,新晶投控,2021-06-11 00:00:00,2026-03-10 00:00:00,2021-03-10 00:00:00,2021-03-10 00:00:00,2026-03-10 00:00:00,100.0,0.0,500.0,500.0,113.92,38.6,5.0,53.8,第一金證券股份有限公司,富邦綜合證券股份有限公司,發行滿三年,2024-03-10 00:00:00,101.51,0.5,2026-03-10 00:00:00,100.0,0.0,,,,,,,2026-03-10 00:00:00,100.0,0.0,有，永豐商業銀行股份有限公司,,,2025-07-01 00:00:00,2025-07-26 00:00:00,
41135,聯上五,"WE&WIN DIVERSIFICATION CO.,LTD. 5th Secured Convertible Bond",0.0,26.3,2025-10-27 00:00:00,4113.0,聯上,2026-01-28 00:00:00,2030-10-27 00:00:00,2025-10-27 00:00:00,2025-10-27 00:00:00,2030-10-27 00:00:00,100.0,0.0,400.0,400.0,102.0,400.0,5.0,26.3,102T合作金庫證券,元大證券股份有限公司,發行滿三年,2028-10-27 00:00:00,100.0,0.0,2030-10-27 00:00:00,100.0,0.0,,,,,,,2028-10-27 00:00:00,100.0,0.0,有，板信商業銀行,,,,,
41236,晟德六,Center Laboratories 6th Domestic Secured Convertible Bonds,0.0,38.6,2025-10-12 00:00:00,4123.0,晟德,2023-07-27 00:00:00,2028-04-26 00:00:00,2023-04-26 00:00:00,2023-04-26 00:00:00,2028-04-26 00:00:00,100.0,0.0,700.0,700.0,110.08,636.2,5.0,48.0,592T元富證券,群益金鼎證券(股)公司股務代理部,無,2028-04-26 00:00:00,100.0,0.0,,,,,,,,,,2028-04-26 00:00:00,100.0,0.0,有，永豐商業銀行股份有限公司忠孝分公司,,,2025-09-15 00:00:00,2025-10-12 00:00:00,
41237,晟德七,Center Laboratories 7th Domestic Unsecured Convertible Bonds,0.0,39.3,2025-10-12 00:00:00,4123.0,晟德,2023-07-28 00:00:00,2028-04-27 00:00:00,2023-04-27 00:00:00,2023-04-27 00:00:00,2028-04-27 00:00:00,100.0,0.0,2500.0,2500.0,100.0,1944.3,5.0,49.0,592T元富證券,群益金鼎證券(股)公司股務代理部,發行滿三年,2026-04-27 00:00:00,103.03,1.0,2028-04-27 00:00:00,100.0,0.0,,,,,,,2026-04-27 00:00:00,103.03,1.0,無,,,2025-09-15 00:00:00,2025-10-12 00:00:00,
41295,聯合五,United Orthopedic Corporation 5th Unsecured Convertible Bonds,0.0,105.6,2025-07-29 00:00:00,4129.0,聯合,2025-08-30 00:00:00,2030-05-29 00:00:00,2025-05-29 00:00:00,2025-05-29 00:00:00,2030-05-29 00:00:00,100.0,0.0,700.0,700.0,100.5,700.0,5.0,109.8,920T凱基證券,富邦綜合證券股份有限公司,發行滿三年,2028-05-29 00:00:00,101.5075,0.5,2030-05-29 00:00:00,100.0,0.0,,,,,,,2028-05-29 00:00:00,101.5075,0.5,無,,,,,
41372,麗豐二KY,Chlitina Holding Limited 2nd Unsecured Convertible Bond,0.0,141.3,2025-07-09 00:00:00,4137.0,麗豐-KY,2024-11-13 00:00:00,2027-08-12 00:00:00,2024-08-12 00:00:00,2024-08-12 00:00:00,2027-08-12 00:00:00,100.0,0.0,1100.0,1100.0,100.5,1100.0,3.0,166.0,960T富邦綜合證券,富邦綜合證券股務代理部,發行滿二年,2026-08-12 00:00:00,100.5,0.25,2027-08-12 00:00:00,100.0,0.0,,,,,,,2026-08-12 00:00:00,100.5,0.25,無,,,2025-06-16 00:00:00,2025-07-09 00:00:00,
41645,承業醫五,CHC HEALTHCARE GROUP domestic 5th Unsecured Convertible Bond,0.0,47.0,2025-07-02 00:00:00,4164.0,承業醫,2025-09-21 00:00:00,2030-06-20 00:00:00,2025-06-20 00:00:00,2025-06-20 00:00:00,2030-06-20 00:00:00,100.0,0.0,1500.0,900.0,100.5,900.0,5.0,48.4,815T台新綜合證券,中國信託商業銀行代理部,發行滿三年,2028-06-20 00:00:00,100.752,0.25,2030-06-20 00:00:00,100.0,0.0,,,,,,,2028-06-20 00:00:00,100.752,0.25,無,,,,,
41684,醣聯四,GlycoNex Inc. 4th Domestic Secured Convertible Bond,0.0,23.91,2025-11-11 00:00:00,4168.0,醣聯,2025-12-19 00:00:00,2028-09-18 00:00:00,2025-09-18 00:00:00,2025-09-18 00:00:00,2028-09-18 00:00:00,100.0,0.0,500.0,500.0,109.13,500.0,3.0,24.0,5850統一綜合證券,福邦證券公司股務代理部,無,2028-09-18 00:00:00,100.0,0.0,,,,,,,,,,2028-09-18 00:00:00,100.0,0.0,有，臺灣土地銀行,,,,,
41903,佐登三KY,JOURDENESS GROUP LIMITED 3rd Domestic Unsecured Convertible Bond,0.0,54.2,2025-07-25 00:00:00,4190.0,佐登-KY,2024-10-12 00:00:00,2027-07-11 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,2027-07-11 00:00:00,100.0,0.0,700.0,700.0,101.5,641.7,3.0,56.1,585T統一綜合證券,永豐金證券股份有限公司股務代理部,發行滿二年,2026-07-11 00:00:00,101.0025,0.5,2027-07-11 00:00:00,100.0,0.0,,,,,,,2026-07-11 00:00:00,101.0025,0.5,無,,,2025-06-30 00:00:00,2025-07-25 00:00:00,
44163,三圓三,"SHANYUAN CO., LTD 3rd Domestic Secured Convertible Bond",0.0,65.7,2025-09-09 00:00:00,4416.0,三圓,2022-12-31 00:00:00,2027-09-30 00:00:00,2022-09-30 00:00:00,2022-09-30 00:00:00,2027-09-30 00:00:00,102.52,0.5,1000.0,1000.0,100.5,955.9,5.0,81.0,538T第一金證券,福邦證券股份有限公司股務代理部,發行滿三、四年,2025-09-30 00:00:00,101.51,0.5,2026-09-30 00:00:00,102.01,0.5,2027-09-30 00:00:00,102.52,0.5,,,,2026-09-30 00:00:00,102.01,0.5,有，第一商業銀行股份有限公司,,,2025-08-15 00:00:00,2025-09-09 00:00:00,
44383,廣越三,"Quang Viet Enterprise Co., Ltd 3rd Unsecured Convertible Bond",0.0,75.0,2025-10-01 00:00:00,4438.0,廣越,2025-12-31 00:00:00,2028-09-30 00:00:00,2025-09-30 00:00:00,2025-09-30 00:00:00,2028-09-30 00:00:00,100.0,0.0,800.0,800.0,102.1,800.0,3.0,76.0,920T凱基證券,凱基證券股份有限公司股務代理部,無,2028-09-30 00:00:00,100.0,0.0,,,,,,,,,,2028-09-30 00:00:00,100.0,0.0,無,,,,,
44391,冠星一KY,TST Group Holding Ltd. 1st Unsecured Convertible Bond,0.0,100.8,2025-08-05 00:00:00,4439.0,冠星-KY,2025-06-04 00:00:00,2028-03-03 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,2028-03-03 00:00:00,100.0,0.0,500.0,500.0,102.32,500.0,3.0,103.0,920T凱基證券,中國信託商業銀行股務代理部,無,2028-03-03 00:00:00,100.0,0.0,,,,,,,,,,2028-03-03 00:00:00,100.0,0.0,無,,,2025-07-11 00:00:00,2025-08-05 00:00:00,
44421,竣邦一KY,J&B International Inc. 1st Unsecured Convertible Bond,0.0,48.5,2025-08-08 00:00:00,4442.0,竣邦-KY,2025-10-29 00:00:00,2028-07-28 00:00:00,2025-07-28 00:00:00,2025-07-28 00:00:00,2028-07-28 00:00:00,100.0,0.0,150.0,150.0,100.37,139.6,3.0,49.0,815T台新綜合證券,兆豐證券股份有限公司股務代理本部,發行滿二年,2027-07-28 00:00:00,101.0025,0.5,2028-07-28 00:00:00,100.0,0.0,,,,,,,2027-07-28 00:00:00,101.0025,0.5,無,,,,,
45102,高鋒二,"KAO FONG MACHINERY CO.,LTD 2nd Unsecured Convertible Bond",0.0,48.41,2025-07-15 00:00:00,4510.0,高鋒,2025-05-27 00:00:00,2028-02-26 00:00:00,2025-02-26 00:00:00,2025-02-26 00:00:00,2028-02-26 00:00:00,100.0,0.0,900.0,900.0,100.5,853.2,3.0,49.2,910T群益金鼎證券,元富證券股份有限公司,發行滿二年,2027-02-26 00:00:00,100.500625,0.25,2028-02-26 00:00:00,100.0,0.0,,,,,,,2027-02-26 00:00:00,100.500625,0.25,無,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
45402,全球傳動二,"TBI MOTION TECHNOLOGY CO., LTD second convertible bond",0.0,35.5,2023-09-13 00:00:00,4540.0,全球傳動,2023-03-13 00:00:00,2025-12-12 00:00:00,2022-12-12 00:00:00,2022-12-12 00:00:00,2025-12-12 00:00:00,100.0,0.0,300.0,300.0,100.17,30.8,3.0,37.0,920T凱基證券,第一金證券股份有限公司股務代理部,無,2025-12-12 00:00:00,100.0,0.0,,,,,,,,,,2025-12-12 00:00:00,100.0,0.0,無,,,2025-04-28 00:00:00,2025-06-26 00:00:00,
45421,科嶠一,"ASIA NEO TECH INDUSTRIAL CO., LTD. 1st Domestic Unsecured Convertible Bonds",0.0,85.9,2025-04-15 00:00:00,4542.0,科嶠,2024-12-07 00:00:00,2027-09-06 00:00:00,2024-09-06 00:00:00,2024-09-06 00:00:00,2027-09-06 00:00:00,100.0,0.0,300.0,300.0,100.5,296.7,3.0,86.8,960T富邦綜合證券,富邦綜合證券股份有限公司股務代理機構,發行滿二年,2026-09-06 00:00:00,100.2502,0.125,2027-09-06 00:00:00,100.0,0.0,,,,,,,2026-09-06 00:00:00,100.2502,0.125,無,,,2025-03-19 00:00:00,2025-06-09 00:00:00,
45491,桓達一,"FineTek Co.,Ltd. 1st Unsecured Convertible Bond",0.0,154.4,2025-09-08 00:00:00,4549.0,桓達,2025-02-08 00:00:00,2027-11-07 00:00:00,2024-11-07 00:00:00,2024-11-07 00:00:00,2027-11-07 00:00:00,100.0,0.0,500.0,500.0,117.27,500.0,3.0,166.0,920T凱基證券,元大證券股份有限公司股務代理部,無,2027-11-07 00:00:00,100.0,0.0,,,,,,,,,,2027-11-07 00:00:00,100.0,0.0,無,,,2025-08-14 00:00:00,2025-09-08 00:00:00,
45554,氣立四,"TAIWAN CHELIC Co.,Ltd. 4th Domestic Secured Convertible Bond",0.0,43.4,2025-07-05 00:00:00,4555.0,氣立,2025-09-10 00:00:00,2028-06-09 00:00:00,2025-06-09 00:00:00,2025-06-09 00:00:00,2028-06-09 00:00:00,100.0,0.0,500.0,500.0,102.0,500.0,3.0,44.0,960T富邦綜合證券,富邦綜合證券股份有限公司股務代理部,無,2028-06-09 00:00:00,100.0,0.0,,,,,,,,,,2028-06-09 00:00:00,100.0,0.0,有，彰化商業銀行,,,,,
45581,寶緯一,"ALFORMER INDUSTRIAL Co., Ltd. 1st Domestic Secured Convertible Bond",0.0,29.8,2025-08-28 00:00:00,4558.0,寶緯,2025-11-29 00:00:00,2028-08-28 00:00:00,2025-08-28 00:00:00,2025-08-28 00:00:00,2028-08-28 00:00:00,100.0,0.0,300.0,300.0,101.17,300.0,3.0,29.8,930T華南永昌綜合證券,富邦綜合證券股份有限公司股務代理部,無,2028-08-28 00:00:00,100.0,0.0,,,,,,,,,,2028-08-28 00:00:00,100.0,0.0,有，華南商業銀行股份有限公司,,,,,
45641,元翎一,MOSA INDUSTRIAL CORPORATION 1st Domestic Unsecured Convertible Bond,0.0,26.4,2025-03-12 00:00:00,4564.0,元翎,2023-12-27 00:00:00,2026-09-26 00:00:00,2023-09-26 00:00:00,2023-09-26 00:00:00,2026-09-26 00:00:00,101.5075,0.5,550.0,550.0,100.0,550.0,3.0,27.0,9A0T永豐金證券,福邦證券股份有限公司股務代理部,無,2026-09-26 00:00:00,101.5075,0.5,,,,,,,,,,2026-09-26 00:00:00,101.5075,0.5,無,,,2025-04-27 00:00:00,2025-06-25 00:00:00,
45663,時碩工業三,"Global Tek Fabrication Co., Ltd. 3rd Unsecured Convertible Bond",0.0,49.6,2025-04-25 00:00:00,4566.0,時碩工業,2024-02-28 00:00:00,2026-11-27 00:00:00,2023-11-27 00:00:00,2023-11-27 00:00:00,2026-11-27 00:00:00,100.0,0.0,800.0,800.0,106.15,41.7,3.0,52.0,920T凱基證券,凱基證券股份有限公司,無,2026-11-27 00:00:00,100.0,0.0,,,,,,,,,,2026-11-27 00:00:00,100.0,0.0,無,,,2025-03-27 00:00:00,2025-06-19 00:00:00,
45691,六方科一KY,"Sixxon Tech. Co., Ltd. 1st Unsecured Convertible Bond",0.0,203.9,2025-08-15 00:00:00,4569.0,六方科-KY,2025-04-16 00:00:00,2028-01-15 00:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,2028-01-15 00:00:00,100.0,0.0,500.0,500.0,105.25,500.0,3.0,212.0,980T元大證券,宏遠證券股務代理部,無,2028-01-15 00:00:00,100.0,0.0,,,,,,,,,,2028-01-15 00:00:00,100.0,0.0,無,,,2025-07-21 00:00:00,2025-08-15 00:00:00,
45721,駐龍一,"Drewloong Precision, Inc. 1st Unsecured Convertible Bond",0.0,160.6,2025-08-03 00:00:00,4572.0,駐龍,2024-10-17 00:00:00,2027-07-16 00:00:00,2024-07-16 00:00:00,2024-07-16 00:00:00,2027-07-16 00:00:00,100.0,0.0,500.0,500.0,116.21,500.0,3.0,175.0,815T台新綜合證券,台新綜合證券股份有限公司股務代理部,發行滿二年,2026-07-16 00:00:00,100.0,0.0,2027-07-16 00:00:00,100.0,0.0,,,,,,,2026-07-16 00:00:00,100.0,0.0,無,,,2025-07-09 00:00:00,2025-08-03 00:00:00,
45811,光隆精密一KY,World Known MFG (Cayman) Limited 1st Unsecured Convertible Bond,0.0,53.4,2025-08-15 00:00:00,4581.0,光隆精密-KY,2025-11-16 00:00:00,2028-08-15 00:00:00,2025-08-15 00:00:00,2025-08-15 00:00:00,2028-08-15 00:00:00,100.0,0.0,500.0,500.0,100.5,500.0,3.0,53.4,538T第一金證券,富邦綜合證券股份有限公司股務代理部,發行滿二年,2027-08-15 00:00:00,100.5,0.25,2028-08-15 00:00:00,100.0,0.0,,,,,,,2027-08-15 00:00:00,100.5,0.25,無,,,,,
47223,國精化三,Qualipoly Chemical Corporation 3rd Unsecured Convertible Bonds,0.0,141.3,2025-10-01 00:00:00,4722.0,國精化,2026-01-02 00:00:00,2028-10-01 00:00:00,2025-10-01 00:00:00,2025-10-01 00:00:00,2028-10-01 00:00:00,100.0,0.0,500.0,500.0,102.0,500.0,3.0,141.3,960T富邦綜合證券,華南永昌綜合證券股份有限公司股務代理部,無,2028-10-01 00:00:00,100.0,0.0,,,,,,,,,,2028-10-01 00:00:00,100.0,0.0,無,,,,,
47393,康普三,Coremax Corporation 3rd Domestic Secured Convertible Bond,0.0,98.5,2025-07-01 00:00:00,4739.0,康普,2022-01-29 00:00:00,2026-10-28 00:00:00,2021-10-28 00:00:00,2021-10-28 00:00:00,2026-10-28 00:00:00,100.0,0.0,700.0,700.0,116.01,694.5,5.0,110.0,648T福邦證券,福邦證券股份有限公司股務代理部,發行滿三年,2024-10-28 00:00:00,100.0,0.0,2026-10-28 00:00:00,100.0,0.0,,,,,,,2026-10-28 00:00:00,100.0,0.0,有，彰化商業銀行股份有限公司,,,2025-12-01 00:00:00,2025-12-24 00:00:00,
47442,皇將二,CVC TECHNOLOGIES INC. 2nd Domestic Secured Convertible Bond,0.0,25.1,2025-07-15 00:00:00,4744.0,皇將,2023-03-08 00:00:00,2025-12-07 00:00:00,2022-12-07 00:00:00,2022-12-07 00:00:00,2025-12-07 00:00:00,100.0,0.0,150.0,150.0,104.82,21.3,3.0,27.0,648T福邦證券,福邦證券股份有限公司股務代理部,無,2025-12-07 00:00:00,100.0,0.0,,,,,,,,,,2025-12-07 00:00:00,100.0,0.0,有，臺灣土地銀行股份有限公司,,,2025-06-20 00:00:00,2025-07-15 00:00:00,
47471,強生一,"Johnson Chemical Pharmaceutical Works CO.,LTD 1st Unsecured Convertible Bond",0.0,59.58,2025-07-02 00:00:00,4747.0,強生,2023-09-13 00:00:00,2026-06-12 00:00:00,2023-06-12 00:00:00,2023-06-12 00:00:00,2026-06-12 00:00:00,100.0,0.0,400.0,400.0,100.0,61.5,3.0,72.55,585T統一綜合證券,統一綜合證券股份有限公司股務代理部,無,2026-06-12 00:00:00,100.0,0.0,,,,,,,,,,2026-06-12 00:00:00,100.0,0.0,無,,,2025-11-25 00:00:00,2025-12-24 00:00:00,
47721,台特化一,Taiwan Speciality Chemicals Corporation. 1st Unsecured Convertible Bond,0.0,323.8,2025-11-27 00:00:00,4772.0,台特化,2026-02-28 00:00:00,2028-11-27 00:00:00,2025-11-27 00:00:00,2025-11-27 00:00:00,2028-11-27 00:00:00,100.0,0.0,2000.0,2000.0,101.0,2000.0,3.0,323.8,980T元大證券,元大證券股份有限公司股務代理部,無,2028-11-27 00:00:00,100.0,0.0,,,,,,,,,,2028-11-27 00:00:00,100.0,0.0,無,,,,,
49066,正文六,GEMTEK TECHNOLOGY CORP 6Th Unsecured Convertible Bond,0.0,26.6,2025-07-09 00:00:00,4906.0,正文,2023-09-03 00:00:00,2026-06-02 00:00:00,2023-06-02 00:00:00,2023-06-02 00:00:00,2026-06-02 00:00:00,100.0,0.0,1500.0,1500.0,103.82,645.2,3.0,30.8,凱基證券股份有限公司,永豐金證券股份有限公司,發行滿二年,2025-06-02 00:00:00,101.0025,0.5,2026-06-02 00:00:00,100.0,0.0,,,,,,,2026-06-02 00:00:00,100.0,0.0,無,,,2025-06-16 00:00:00,2025-07-09 00:00:00,
49165,事欣科五,PARPRO CORPORATION 5th Domestic Unsecured Convertible Bond,0.0,42.88,2025-08-03 00:00:00,4916.0,事欣科,2025-08-15 00:00:00,2030-05-14 00:00:00,2025-05-14 00:00:00,2025-05-14 00:00:00,2030-05-14 00:00:00,100.0,0.0,500.0,500.0,100.0,35.7,5.0,43.3,585T統一綜合證券,凱基證券股份有限公司股務代理部,發行滿二、三、四年,2027-05-14 00:00:00,102.01,1.0,2028-05-14 00:00:00,103.03,1.0,2029-05-14 00:00:00,104.06,1.0,2030-05-14,100.0,0.0,2027-05-14 00:00:00,102.01,1.0,無,,,,,
49793,華星光三,Luxnet Corporation 3rd Domestic Unsecured Convertible Bond,0.0,176.5,2025-07-30 00:00:00,4979.0,華星光,2025-03-10 00:00:00,2027-12-09 00:00:00,2024-12-09 00:00:00,2024-12-09 00:00:00,2027-12-09 00:00:00,100.0,0.0,600.0,600.0,100.0,600.0,3.0,178.0,960T富邦綜合證券,中國信託商業銀行代理部,發行滿二年,2026-12-09 00:00:00,101.0025,0.5,2027-12-09 00:00:00,100.0,0.0,,,,,,,2026-12-09 00:00:00,101.0025,0.5,無,,,2025-07-07 00:00:00,2025-07-30 00:00:00,
